"Country or Area","Year","Area","Duration of marriage","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Bermuda","2012","Total","4","Data tabulated by year of occurrence","Final figure, complete","2014","17",""
"Bermuda","2012","Total","5","Data tabulated by year of occurrence","Final figure, complete","2014","20",""
"Bermuda","2012","Total","6","Data tabulated by year of occurrence","Final figure, complete","2014","8",""
"Bermuda","2012","Total","7","Data tabulated by year of occurrence","Final figure, complete","2014","7",""
"Bermuda","2012","Total","8","Data tabulated by year of occurrence","Final figure, complete","2014","4",""
"Bermuda","2012","Total","9","Data tabulated by year of occurrence","Final figure, complete","2014","7",""
"Bermuda","2012","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2014","36",""
"Bermuda","2012","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2014","14",""
"Bermuda","2012","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2014","5",""
"Bermuda","2012","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2014","19",""
"Bermuda","2012","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2014","0",""
"Bermuda","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","177",""
"Bermuda","2011","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2013","0",""
"Bermuda","2011","Total","1","Data tabulated by year of occurrence","Final figure, complete","2013","3",""
"Bermuda","2011","Total","2","Data tabulated by year of occurrence","Final figure, complete","2013","4",""
"Bermuda","2011","Total","3","Data tabulated by year of occurrence","Final figure, complete","2013","9",""
"Bermuda","2011","Total","4","Data tabulated by year of occurrence","Final figure, complete","2013","13",""
"Bermuda","2011","Total","5","Data tabulated by year of occurrence","Final figure, complete","2013","16",""
"Bermuda","2011","Total","6","Data tabulated by year of occurrence","Final figure, complete","2013","14",""
"Bermuda","2011","Total","7","Data tabulated by year of occurrence","Final figure, complete","2013","4",""
"Bermuda","2011","Total","8","Data tabulated by year of occurrence","Final figure, complete","2013","10",""
"Bermuda","2011","Total","9","Data tabulated by year of occurrence","Final figure, complete","2013","11",""
"Bermuda","2011","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2013","34",""
"Bermuda","2011","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2013","34",""
"Bermuda","2011","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2013","11",""
"Bermuda","2011","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2013","14",""
"Bermuda","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","210",""
"Bermuda","2010","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2012","0",""
"Bermuda","2010","Total","1","Data tabulated by year of occurrence","Final figure, complete","2012","3",""
"Bermuda","2010","Total","2","Data tabulated by year of occurrence","Final figure, complete","2012","2",""
"Bermuda","2010","Total","3","Data tabulated by year of occurrence","Final figure, complete","2012","18",""
"Bermuda","2010","Total","4","Data tabulated by year of occurrence","Final figure, complete","2012","22",""
"Bermuda","2010","Total","5","Data tabulated by year of occurrence","Final figure, complete","2012","18",""
"Bermuda","2010","Total","6","Data tabulated by year of occurrence","Final figure, complete","2012","9",""
"Bermuda","2010","Total","7","Data tabulated by year of occurrence","Final figure, complete","2012","16",""
"Bermuda","2010","Total","8","Data tabulated by year of occurrence","Final figure, complete","2012","13",""
"Bermuda","2010","Total","9","Data tabulated by year of occurrence","Final figure, complete","2012","8",""
"Bermuda","2010","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2012","37",""
"Bermuda","2010","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2012","26",""
"Bermuda","2010","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2012","19",""
"Bermuda","2010","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2012","19",""
"Bermuda","2009","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2011","177",""
"Bermuda","2009","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2011","0",""
"Bermuda","2009","Total","1","Data tabulated by year of occurrence","Final figure, complete","2011","3",""
"Bermuda","2009","Total","2","Data tabulated by year of occurrence","Final figure, complete","2011","5",""
"Bermuda","2009","Total","3","Data tabulated by year of occurrence","Final figure, complete","2011","18",""
"Bermuda","2009","Total","4","Data tabulated by year of occurrence","Final figure, complete","2011","14",""
"Bermuda","2009","Total","5","Data tabulated by year of occurrence","Final figure, complete","2011","9",""
"Bermuda","2009","Total","6","Data tabulated by year of occurrence","Final figure, complete","2011","4",""
"Bermuda","2009","Total","7","Data tabulated by year of occurrence","Final figure, complete","2011","13",""
"Bermuda","2009","Total","8","Data tabulated by year of occurrence","Final figure, complete","2011","9",""
"Bermuda","2009","Total","9","Data tabulated by year of occurrence","Final figure, complete","2011","11",""
"Bermuda","2009","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2011","47",""
"Bermuda","2009","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2011","26",""
"Bermuda","2009","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2011","11",""
"Bermuda","2009","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2011","7",""
"Bermuda","2009","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2011","0",""
"Bermuda","2008","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2011","229",""
"Bermuda","2008","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2011","0",""
"Bermuda","2008","Total","1","Data tabulated by year of occurrence","Final figure, complete","2011","3",""
"Bermuda","2008","Total","2","Data tabulated by year of occurrence","Final figure, complete","2011","6",""
"Bermuda","2008","Total","3","Data tabulated by year of occurrence","Final figure, complete","2011","16",""
"Bermuda","2008","Total","4","Data tabulated by year of occurrence","Final figure, complete","2011","16",""
"Bermuda","2008","Total","5","Data tabulated by year of occurrence","Final figure, complete","2011","15",""
"Bermuda","2008","Total","6","Data tabulated by year of occurrence","Final figure, complete","2011","11",""
"Bermuda","2008","Total","7","Data tabulated by year of occurrence","Final figure, complete","2011","15",""
"Bermuda","2008","Total","8","Data tabulated by year of occurrence","Final figure, complete","2011","13",""
"Bermuda","2008","Total","9","Data tabulated by year of occurrence","Final figure, complete","2011","9",""
"Bermuda","2008","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2011","32",""
"Bermuda","2008","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2011","24",""
"Bermuda","2008","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2011","25",""
"Bermuda","2008","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2011","16",""
"Bermuda","2008","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2011","28",""
"Bermuda","2007","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2009","234","1"
"Bermuda","2007","Total","Less than 5","Data tabulated by year of occurrence","Final figure, complete","2009","42","1"
"Bermuda","2007","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","2009","71","1"
"Bermuda","2007","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2009","34","1"
"Bermuda","2007","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2009","28","1"
"Bermuda","2007","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2009","20","1"
"Bermuda","2007","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2009","22","1"
"Bermuda","2007","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2009","17","1"
"Bermuda","2006","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2009","198",""
"Bermuda","2006","Total","Less than 5","Data tabulated by year of occurrence","Final figure, complete","2009","36",""
"Bermuda","2006","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","2009","64",""
"Bermuda","2006","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2009","35",""
"Bermuda","2006","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2009","22",""
"Bermuda","2006","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2009","13",""
"Bermuda","2006","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2009","8",""
"Bermuda","2006","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2009","20",""
"Bermuda","2002","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","230","1"
"Bermuda","2002","Total","Less than 5","Data tabulated by year of occurrence","Final figure, complete","2003","64","1"
"Bermuda","2002","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","2003","60","1"
"Bermuda","2002","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2003","43","1"
"Bermuda","2002","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2003","29","1"
"Bermuda","2002","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2003","13","1"
"Bermuda","2002","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2003","16","1"
"Bermuda","2002","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2003","5","1"
"Bermuda","2001","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","150","1"
"Bermuda","2001","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2003","36","1"
"Bermuda","2001","Total","1","Data tabulated by year of occurrence","Final figure, complete","2003","50","1"
"Bermuda","2001","Total","2","Data tabulated by year of occurrence","Final figure, complete","2003","27","1"
"Bermuda","2001","Total","3","Data tabulated by year of occurrence","Final figure, complete","2003","22","1"
"Bermuda","2001","Total","4","Data tabulated by year of occurrence","Final figure, complete","2003","12","1"
"Bermuda","2001","Total","5","Data tabulated by year of occurrence","Final figure, complete","2003","3","1"
"Bermuda","2000","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","260",""
"Bermuda","1999","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","223",""
"Bermuda","1999","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2003","51",""
"Bermuda","1999","Total","1","Data tabulated by year of occurrence","Final figure, complete","2003","67",""
"Bermuda","1999","Total","2","Data tabulated by year of occurrence","Final figure, complete","2003","36",""
"Bermuda","1999","Total","3","Data tabulated by year of occurrence","Final figure, complete","2003","31",""
"Bermuda","1999","Total","4","Data tabulated by year of occurrence","Final figure, complete","2003","11",""
"Bermuda","1999","Total","5","Data tabulated by year of occurrence","Final figure, complete","2003","17",""
"Bermuda","1999","Total","6","Data tabulated by year of occurrence","Final figure, complete","2003","10",""
"Bermuda","1998","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","182",""
"Bermuda","1998","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2003","64",""
"Bermuda","1998","Total","1","Data tabulated by year of occurrence","Final figure, complete","2003","44",""
"Bermuda","1998","Total","2","Data tabulated by year of occurrence","Final figure, complete","2003","27",""
"Bermuda","1998","Total","3","Data tabulated by year of occurrence","Final figure, complete","2003","22",""
"Bermuda","1998","Total","4","Data tabulated by year of occurrence","Final figure, complete","2003","10",""
"Bermuda","1998","Total","5","Data tabulated by year of occurrence","Final figure, complete","2003","14",""
"Bermuda","1998","Total","6","Data tabulated by year of occurrence","Final figure, complete","2003","1",""
"Bermuda","1997","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","183",""
"Bermuda","1997","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2003","30",""
"Bermuda","1997","Total","1","Data tabulated by year of occurrence","Final figure, complete","2003","48",""
"Bermuda","1997","Total","2","Data tabulated by year of occurrence","Final figure, complete","2003","30",""
"Bermuda","1997","Total","3","Data tabulated by year of occurrence","Final figure, complete","2003","16",""
"Bermuda","1997","Total","4","Data tabulated by year of occurrence","Final figure, complete","2003","11",""
"Bermuda","1997","Total","5","Data tabulated by year of occurrence","Final figure, complete","2003","14",""
"Bermuda","1997","Total","6","Data tabulated by year of occurrence","Final figure, complete","2003","34",""
"Bermuda","1996","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1997","227","1"
"Bermuda","1996","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1997","17","1"
"Bermuda","1996","Total","1","Data tabulated by year of occurrence","Final figure, complete","1997","3","1"
"Bermuda","1996","Total","2","Data tabulated by year of occurrence","Final figure, complete","1997","4","1"
"Bermuda","1996","Total","3","Data tabulated by year of occurrence","Final figure, complete","1997","27","1"
"Bermuda","1996","Total","4","Data tabulated by year of occurrence","Final figure, complete","1997","24","1"
"Bermuda","1996","Total","5","Data tabulated by year of occurrence","Final figure, complete","1997","9","1"
"Bermuda","1996","Total","6","Data tabulated by year of occurrence","Final figure, complete","1997","13","1"
"Bermuda","1996","Total","7","Data tabulated by year of occurrence","Final figure, complete","1997","14","1"
"Bermuda","1996","Total","8","Data tabulated by year of occurrence","Final figure, complete","1997","12","1"
"Bermuda","1996","Total","9","Data tabulated by year of occurrence","Final figure, complete","1997","11","1"
"Bermuda","1996","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1997","52","1"
"Bermuda","1996","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1997","16","1"
"Bermuda","1996","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1997","25","1"
"Bermuda","1996","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1997","0","1"
"Bermuda","1995","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1996","227",""
"Bermuda","1995","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1996","14",""
"Bermuda","1995","Total","1","Data tabulated by year of occurrence","Final figure, complete","1996","4",""
"Bermuda","1995","Total","2","Data tabulated by year of occurrence","Final figure, complete","1996","4",""
"Bermuda","1995","Total","3","Data tabulated by year of occurrence","Final figure, complete","1996","16",""
"Bermuda","1995","Total","4","Data tabulated by year of occurrence","Final figure, complete","1996","23",""
"Bermuda","1995","Total","5","Data tabulated by year of occurrence","Final figure, complete","1996","20",""
"Bermuda","1995","Total","6","Data tabulated by year of occurrence","Final figure, complete","1996","13",""
"Bermuda","1995","Total","7","Data tabulated by year of occurrence","Final figure, complete","1996","10",""
"Bermuda","1995","Total","8","Data tabulated by year of occurrence","Final figure, complete","1996","9",""
"Bermuda","1995","Total","9","Data tabulated by year of occurrence","Final figure, complete","1996","14",""
"Bermuda","1995","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1996","47",""
"Bermuda","1995","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1996","26",""
"Bermuda","1995","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1996","27",""
"Bermuda","1995","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1996","0",""
"Bermuda","1991","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1993","195",""
"Bermuda","1991","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1993","0",""
"Bermuda","1991","Total","1","Data tabulated by year of occurrence","Final figure, complete","1993","1",""
"Bermuda","1991","Total","2","Data tabulated by year of occurrence","Final figure, complete","1993","1",""
"Bermuda","1991","Total","3","Data tabulated by year of occurrence","Final figure, complete","1993","22",""
"Bermuda","1991","Total","4","Data tabulated by year of occurrence","Final figure, complete","1993","17",""
"Bermuda","1991","Total","5","Data tabulated by year of occurrence","Final figure, complete","1993","18",""
"Bermuda","1991","Total","6","Data tabulated by year of occurrence","Final figure, complete","1993","15",""
"Bermuda","1991","Total","7","Data tabulated by year of occurrence","Final figure, complete","1993","11",""
"Bermuda","1991","Total","8","Data tabulated by year of occurrence","Final figure, complete","1993","8",""
"Bermuda","1991","Total","9","Data tabulated by year of occurrence","Final figure, complete","1993","8",""
"Bermuda","1991","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1993","36",""
"Bermuda","1991","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1993","20",""
"Bermuda","1991","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1993","32",""
"Bermuda","1991","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1993","6",""
"Bermuda","1989","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1991","172",""
"Bermuda","1989","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1991","2",""
"Bermuda","1989","Total","1","Data tabulated by year of occurrence","Final figure, complete","1991","0",""
"Bermuda","1989","Total","2","Data tabulated by year of occurrence","Final figure, complete","1991","0",""
"Bermuda","1989","Total","3","Data tabulated by year of occurrence","Final figure, complete","1991","21",""
"Bermuda","1989","Total","4","Data tabulated by year of occurrence","Final figure, complete","1991","21",""
"Bermuda","1989","Total","5","Data tabulated by year of occurrence","Final figure, complete","1991","11",""
"Bermuda","1989","Total","6","Data tabulated by year of occurrence","Final figure, complete","1991","14",""
"Bermuda","1989","Total","7","Data tabulated by year of occurrence","Final figure, complete","1991","15",""
"Bermuda","1989","Total","8","Data tabulated by year of occurrence","Final figure, complete","1991","9",""
"Bermuda","1989","Total","9","Data tabulated by year of occurrence","Final figure, complete","1991","9",""
"Bermuda","1989","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1991","30",""
"Bermuda","1989","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1991","22",""
"Bermuda","1989","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1991","18",""
"Bermuda","1989","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1991","0",""
"Bermuda","1988","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1989","183",""
"Bermuda","1988","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1989","0",""
"Bermuda","1988","Total","1","Data tabulated by year of occurrence","Final figure, complete","1989","0",""
"Bermuda","1988","Total","2","Data tabulated by year of occurrence","Final figure, complete","1989","3",""
"Bermuda","1988","Total","3","Data tabulated by year of occurrence","Final figure, complete","1989","18",""
"Bermuda","1988","Total","4","Data tabulated by year of occurrence","Final figure, complete","1989","25",""
"Bermuda","1988","Total","5","Data tabulated by year of occurrence","Final figure, complete","1989","20",""
"Bermuda","1988","Total","6","Data tabulated by year of occurrence","Final figure, complete","1989","10",""
"Bermuda","1988","Total","7","Data tabulated by year of occurrence","Final figure, complete","1989","15",""
"Bermuda","1988","Total","8","Data tabulated by year of occurrence","Final figure, complete","1989","3",""
"Bermuda","1988","Total","9","Data tabulated by year of occurrence","Final figure, complete","1989","11",""
"Bermuda","1988","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1989","25",""
"Bermuda","1988","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1989","28",""
"Bermuda","1988","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1989","21",""
"Bermuda","1988","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1989","4",""
"Bermuda","1987","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1988","187",""
"Bermuda","1987","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1988","0",""
"Bermuda","1987","Total","1","Data tabulated by year of occurrence","Final figure, complete","1988","2",""
"Bermuda","1987","Total","2","Data tabulated by year of occurrence","Final figure, complete","1988","3",""
"Bermuda","1987","Total","3","Data tabulated by year of occurrence","Final figure, complete","1988","15",""
"Bermuda","1987","Total","4","Data tabulated by year of occurrence","Final figure, complete","1988","22",""
"Bermuda","1987","Total","5","Data tabulated by year of occurrence","Final figure, complete","1988","15",""
"Bermuda","1987","Total","6","Data tabulated by year of occurrence","Final figure, complete","1988","14",""
"Bermuda","1987","Total","7","Data tabulated by year of occurrence","Final figure, complete","1988","11",""
"Bermuda","1987","Total","8","Data tabulated by year of occurrence","Final figure, complete","1988","9",""
"Bermuda","1987","Total","9","Data tabulated by year of occurrence","Final figure, complete","1988","6",""
"Bermuda","1987","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1988","35",""
"Bermuda","1987","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1988","10",""
"Bermuda","1987","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1988","24",""
"Bermuda","1987","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1988","21",""
"Bermuda","1985","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1987","209",""
"Bermuda","1985","Total","Less than 5","Data tabulated by year of occurrence","Final figure, complete","1987","35",""
"Bermuda","1985","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1987","64",""
"Bermuda","1985","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1987","49",""
"Bermuda","1985","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1987","27",""
"Bermuda","1985","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1987","32",""
"Bermuda","1985","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1987","2",""
"Bermuda","1984","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1987","214",""
"Bermuda","1984","Total","Less than 5","Data tabulated by year of occurrence","Final figure, complete","1987","47",""
"Bermuda","1984","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1987","64",""
"Bermuda","1984","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1987","39",""
"Bermuda","1984","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1987","35",""
"Bermuda","1984","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1987","29",""
"Bermuda","1984","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1987","0",""
"Bosnia and Herzegovina","2019","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2021","2790",""
"Bosnia and Herzegovina","2019","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2021","134",""
"Bosnia and Herzegovina","2019","Total","1 - 2","Data tabulated by year of occurrence","Final figure, complete","2021","383",""
"Bosnia and Herzegovina","2019","Total","3 - 4","Data tabulated by year of occurrence","Final figure, complete","2021","301",""
"Bosnia and Herzegovina","2019","Total","5 +","Data tabulated by year of occurrence","Final figure, complete","2021","1972",""
"Bosnia and Herzegovina","2018","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2021","3091",""
"Bosnia and Herzegovina","2018","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2021","149",""
"Bosnia and Herzegovina","2018","Total","1 - 2","Data tabulated by year of occurrence","Final figure, complete","2021","402",""
"Bosnia and Herzegovina","2018","Total","3 - 4","Data tabulated by year of occurrence","Final figure, complete","2021","328",""
"Bosnia and Herzegovina","2018","Total","5 +","Data tabulated by year of occurrence","Final figure, complete","2021","2212",""
"Bosnia and Herzegovina","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2011","1676",""
"Bosnia and Herzegovina","2010","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2011","100",""
"Bosnia and Herzegovina","2010","Total","1","Data tabulated by year of occurrence","Final figure, complete","2011","139",""
"Bosnia and Herzegovina","2010","Total","2","Data tabulated by year of occurrence","Final figure, complete","2011","121",""
"Bosnia and Herzegovina","2010","Total","3","Data tabulated by year of occurrence","Final figure, complete","2011","133",""
"Bosnia and Herzegovina","2010","Total","4","Data tabulated by year of occurrence","Final figure, complete","2011","131",""
"Bosnia and Herzegovina","2010","Total","5","Data tabulated by year of occurrence","Final figure, complete","2011","94",""
"Bosnia and Herzegovina","2010","Total","6","Data tabulated by year of occurrence","Final figure, complete","2011","71",""
"Bosnia and Herzegovina","2010","Total","7","Data tabulated by year of occurrence","Final figure, complete","2011","72",""
"Bosnia and Herzegovina","2010","Total","8","Data tabulated by year of occurrence","Final figure, complete","2011","64",""
"Bosnia and Herzegovina","2010","Total","9","Data tabulated by year of occurrence","Final figure, complete","2011","46",""
"Bosnia and Herzegovina","2010","Total","10","Data tabulated by year of occurrence","Final figure, complete","2011","67",""
"Bosnia and Herzegovina","2010","Total","11","Data tabulated by year of occurrence","Final figure, complete","2011","43",""
"Bosnia and Herzegovina","2010","Total","12","Data tabulated by year of occurrence","Final figure, complete","2011","53",""
"Bosnia and Herzegovina","2010","Total","13","Data tabulated by year of occurrence","Final figure, complete","2011","40",""
"Bosnia and Herzegovina","2010","Total","14","Data tabulated by year of occurrence","Final figure, complete","2011","41",""
"Bosnia and Herzegovina","2010","Total","15","Data tabulated by year of occurrence","Final figure, complete","2011","32",""
"Bosnia and Herzegovina","2010","Total","16","Data tabulated by year of occurrence","Final figure, complete","2011","29",""
"Bosnia and Herzegovina","2010","Total","17","Data tabulated by year of occurrence","Final figure, complete","2011","29",""
"Bosnia and Herzegovina","2010","Total","18","Data tabulated by year of occurrence","Final figure, complete","2011","24",""
"Bosnia and Herzegovina","2010","Total","19","Data tabulated by year of occurrence","Final figure, complete","2011","25",""
"Bosnia and Herzegovina","2010","Total","20","Data tabulated by year of occurrence","Final figure, complete","2011","28",""
"Bosnia and Herzegovina","2010","Total","21","Data tabulated by year of occurrence","Final figure, complete","2011","30",""
"Bosnia and Herzegovina","2010","Total","22","Data tabulated by year of occurrence","Final figure, complete","2011","31",""
"Bosnia and Herzegovina","2010","Total","23","Data tabulated by year of occurrence","Final figure, complete","2011","20",""
"Bosnia and Herzegovina","2010","Total","24","Data tabulated by year of occurrence","Final figure, complete","2011","29",""
"Bosnia and Herzegovina","2010","Total","25","Data tabulated by year of occurrence","Final figure, complete","2011","23",""
"Bosnia and Herzegovina","2010","Total","26","Data tabulated by year of occurrence","Final figure, complete","2011","25",""
"Bosnia and Herzegovina","2010","Total","27","Data tabulated by year of occurrence","Final figure, complete","2011","18",""
"Bosnia and Herzegovina","2010","Total","28","Data tabulated by year of occurrence","Final figure, complete","2011","14",""
"Bosnia and Herzegovina","2010","Total","29","Data tabulated by year of occurrence","Final figure, complete","2011","15",""
"Bosnia and Herzegovina","2010","Total","30","Data tabulated by year of occurrence","Final figure, complete","2011","16",""
"Bosnia and Herzegovina","2010","Total","31","Data tabulated by year of occurrence","Final figure, complete","2011","12",""
"Bosnia and Herzegovina","2010","Total","32","Data tabulated by year of occurrence","Final figure, complete","2011","5",""
"Bosnia and Herzegovina","2010","Total","33","Data tabulated by year of occurrence","Final figure, complete","2011","3",""
"Bosnia and Herzegovina","2010","Total","34","Data tabulated by year of occurrence","Final figure, complete","2011","9",""
"Bosnia and Herzegovina","2010","Total","35 +","Data tabulated by year of occurrence","Final figure, complete","2011","44",""
"Bosnia and Herzegovina","2009","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2010","1402",""
"Bosnia and Herzegovina","2009","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2010","83",""
"Bosnia and Herzegovina","2009","Total","1","Data tabulated by year of occurrence","Final figure, complete","2010","138",""
"Bosnia and Herzegovina","2009","Total","2","Data tabulated by year of occurrence","Final figure, complete","2010","113",""
"Bosnia and Herzegovina","2009","Total","3","Data tabulated by year of occurrence","Final figure, complete","2010","97",""
"Bosnia and Herzegovina","2009","Total","4","Data tabulated by year of occurrence","Final figure, complete","2010","86",""
"Bosnia and Herzegovina","2009","Total","5","Data tabulated by year of occurrence","Final figure, complete","2010","84",""
"Bosnia and Herzegovina","2009","Total","6","Data tabulated by year of occurrence","Final figure, complete","2010","84",""
"Bosnia and Herzegovina","2009","Total","7","Data tabulated by year of occurrence","Final figure, complete","2010","44",""
"Bosnia and Herzegovina","2009","Total","8","Data tabulated by year of occurrence","Final figure, complete","2010","63",""
"Bosnia and Herzegovina","2009","Total","9","Data tabulated by year of occurrence","Final figure, complete","2010","45",""
"Bosnia and Herzegovina","2009","Total","10","Data tabulated by year of occurrence","Final figure, complete","2010","45",""
"Bosnia and Herzegovina","2009","Total","11","Data tabulated by year of occurrence","Final figure, complete","2010","37",""
"Bosnia and Herzegovina","2009","Total","12","Data tabulated by year of occurrence","Final figure, complete","2010","33",""
"Bosnia and Herzegovina","2009","Total","13","Data tabulated by year of occurrence","Final figure, complete","2010","30",""
"Bosnia and Herzegovina","2009","Total","14","Data tabulated by year of occurrence","Final figure, complete","2010","44",""
"Bosnia and Herzegovina","2009","Total","15","Data tabulated by year of occurrence","Final figure, complete","2010","21",""
